datetime,PT08.S5(O3)
6/12/04 9:00,1191
6/12/04 10:00,1200
6/12/04 11:00,971
6/12/04 12:00,907
6/12/04 13:00,802
6/12/04 14:00,695
6/12/04 15:00,777
6/12/04 16:00,818
6/12/04 17:00,681
6/12/04 18:00,631
6/12/04 19:00,641
6/12/04 20:00,683
6/12/04 21:00,1013
6/12/04 22:00,1151
6/12/04 23:00,1134
6/13/04 0:00,945
6/13/04 1:00,734
6/13/04 2:00,554
6/13/04 3:00,612
6/13/04 4:00,564
6/13/04 5:00,512
6/13/04 6:00,410
6/13/04 7:00,392
6/13/04 8:00,377
6/13/04 9:00,389
6/13/04 10:00,432
6/13/04 11:00,502
6/13/04 12:00,469
6/13/04 13:00,427
6/13/04 14:00,406
6/13/04 15:00,430
6/13/04 16:00,453
6/13/04 17:00,470
6/13/04 18:00,480
6/13/04 19:00,472
6/13/04 20:00,521
6/13/04 21:00,520
6/13/04 22:00,440
6/13/04 23:00,446
6/14/04 0:00,417
6/14/04 1:00,381
6/14/04 2:00,350
6/14/04 3:00,334
6/14/04 4:00,346
6/14/04 5:00,380
6/14/04 6:00,563
6/14/04 7:00,779
6/14/04 8:00,842
6/14/04 9:00,692
6/14/04 10:00,779
6/14/04 11:00,633
6/14/04 12:00,616
6/14/04 13:00,606
6/14/04 14:00,526
6/14/04 15:00,588
6/14/04 16:00,674
6/14/04 17:00,885
6/14/04 18:00,879
6/14/04 19:00,703
6/14/04 20:00,637
6/14/04 21:00,561
6/14/04 22:00,612
6/14/04 23:00,621
6/15/04 0:00,702
6/15/04 1:00,559
6/15/04 2:00,435
6/15/04 3:00,441
6/15/04 4:00,527
6/15/04 5:00,720
6/15/04 6:00,937
6/15/04 7:00,1482
6/15/04 8:00,1489
6/15/04 9:00,1015
6/15/04 10:00,1004
6/15/04 11:00,1129
6/15/04 12:00,1068
6/15/04 13:00,924
6/15/04 14:00,861
6/15/04 15:00,981
6/15/04 16:00,1043
6/15/04 17:00,1124
6/15/04 18:00,1004
6/15/04 19:00,1190
6/15/04 20:00,1072
6/15/04 21:00,925
6/15/04 22:00,862
6/15/04 23:00,969
6/16/04 0:00,932
6/16/04 1:00,794
6/16/04 2:00,599
6/16/04 3:00,614
6/16/04 4:00,625
6/16/04 5:00,595
6/16/04 6:00,886
6/16/04 7:00,1257
6/16/04 8:00,1561
6/16/04 9:00,1191
6/16/04 10:00,1061
6/16/04 11:00,751
6/16/04 12:00,733
6/16/04 13:00,906
6/16/04 14:00,902
6/16/04 15:00,836
6/16/04 16:00,863
6/16/04 17:00,824
6/16/04 18:00,842
6/16/04 19:00,1132
6/16/04 20:00,1175
6/16/04 21:00,1111
6/16/04 22:00,1125
6/16/04 23:00,1077
6/17/04 0:00,1087
6/17/04 1:00,1014
6/17/04 2:00,801
6/17/04 3:00,802
6/17/04 4:00,753
6/17/04 5:00,696
6/17/04 6:00,996
6/17/04 7:00,1513
6/17/04 8:00,1598
6/17/04 9:00,1690
6/17/04 10:00,1053
6/17/04 11:00,931
6/17/04 12:00,865
6/17/04 13:00,818
6/17/04 14:00,802
6/17/04 15:00,778
6/17/04 16:00,767
6/17/04 17:00,1000
6/17/04 18:00,1143
6/17/04 19:00,1009
6/17/04 20:00,1076
6/17/04 21:00,830
6/17/04 22:00,853
6/17/04 23:00,1310
6/18/04 0:00,1119
6/18/04 1:00,918
6/18/04 2:00,609
6/18/04 3:00,516
6/18/04 4:00,510
6/18/04 5:00,554
6/18/04 6:00,760
6/18/04 7:00,1170
6/18/04 8:00,1545
6/18/04 9:00,1508
6/18/04 10:00,1292
6/18/04 11:00,1287
6/18/04 12:00,1042
6/18/04 13:00,817
6/18/04 14:00,847
6/18/04 15:00,806
6/18/04 16:00,896
6/18/04 17:00,1069
6/18/04 18:00,945
6/18/04 19:00,1168
6/18/04 20:00,1065
6/18/04 21:00,672
6/18/04 22:00,842
6/18/04 23:00,1123
6/19/04 0:00,1007
6/19/04 1:00,855
6/19/04 2:00,689
6/19/04 3:00,622
6/19/04 4:00,658
6/19/04 5:00,628
6/19/04 6:00,659
6/19/04 7:00,799
6/19/04 8:00,964
6/19/04 9:00,910
6/19/04 10:00,999
6/19/04 11:00,853
6/19/04 12:00,752
6/19/04 13:00,778
6/19/04 14:00,-200
6/19/04 15:00,-200
6/19/04 16:00,-200
6/19/04 17:00,-200
6/19/04 18:00,-200
6/19/04 19:00,-200
6/19/04 20:00,-200
6/19/04 21:00,-200
6/19/04 22:00,-200
6/19/04 23:00,-200
6/20/04 0:00,-200
6/20/04 1:00,-200
6/20/04 2:00,-200
6/20/04 3:00,-200
6/20/04 4:00,-200
6/20/04 5:00,-200
6/20/04 6:00,-200
6/20/04 7:00,-200
6/20/04 8:00,-200
6/20/04 9:00,-200
6/20/04 10:00,-200
6/20/04 11:00,-200
6/20/04 12:00,-200
6/20/04 13:00,-200
6/20/04 14:00,-200
6/20/04 15:00,-200
6/20/04 16:00,-200
6/20/04 17:00,-200
6/20/04 18:00,-200
6/20/04 19:00,-200
6/20/04 20:00,-200
6/20/04 21:00,-200
6/20/04 22:00,-200
6/20/04 23:00,-200
6/21/04 0:00,-200
6/21/04 1:00,-200
6/21/04 2:00,-200
6/21/04 3:00,-200
6/21/04 4:00,466
6/21/04 5:00,609
6/21/04 6:00,863
6/21/04 7:00,1203
6/21/04 8:00,1412
6/21/04 9:00,1069
6/21/04 10:00,817
6/21/04 11:00,649
6/21/04 12:00,598
6/21/04 13:00,540
6/21/04 14:00,601
6/21/04 15:00,668
6/21/04 16:00,647
6/21/04 17:00,816
6/21/04 18:00,963
6/21/04 19:00,1010
6/21/04 20:00,967
6/21/04 21:00,904
6/21/04 22:00,852
6/21/04 23:00,744
6/22/04 0:00,760
6/22/04 1:00,613
6/22/04 2:00,531
6/22/04 3:00,493
6/22/04 4:00,509
6/22/04 5:00,560
6/22/04 6:00,826
6/22/04 7:00,1334
6/22/04 8:00,1660
6/22/04 9:00,1362
6/22/04 10:00,1316
6/22/04 11:00,1089
6/22/04 12:00,1129
6/22/04 13:00,1120
6/22/04 14:00,916
6/22/04 15:00,812
6/22/04 16:00,959
6/22/04 17:00,1189
6/22/04 18:00,1199
6/22/04 19:00,1283
6/22/04 20:00,1291
6/22/04 21:00,949
6/22/04 22:00,1018
6/22/04 23:00,1122
6/23/04 0:00,968
6/23/04 1:00,806
6/23/04 2:00,714
6/23/04 3:00,644
6/23/04 4:00,606
6/23/04 5:00,606
6/23/04 6:00,819
6/23/04 7:00,1462
6/23/04 8:00,1478
6/23/04 9:00,1598
6/23/04 10:00,1449
6/23/04 11:00,1221
6/23/04 12:00,1023
6/23/04 13:00,910
6/23/04 14:00,913
6/23/04 15:00,1035
6/23/04 16:00,1085
6/23/04 17:00,1278
6/23/04 18:00,1383
6/23/04 19:00,1473
6/23/04 20:00,1507
6/23/04 21:00,1215
6/23/04 22:00,1242
6/23/04 23:00,1356
6/24/04 0:00,1195
6/24/04 1:00,899
6/24/04 2:00,726
6/24/04 3:00,743
6/24/04 4:00,684
6/24/04 5:00,779
6/24/04 6:00,801
6/24/04 7:00,983
6/24/04 8:00,989
6/24/04 9:00,875
6/24/04 10:00,807
6/24/04 11:00,727
6/24/04 12:00,549
6/24/04 13:00,570
6/24/04 14:00,596
6/24/04 15:00,585
6/24/04 16:00,637
6/24/04 17:00,664
6/24/04 18:00,797
6/24/04 19:00,1046
6/24/04 20:00,1058
6/24/04 21:00,1214
6/24/04 22:00,1056
6/24/04 23:00,1280
6/25/04 0:00,1045
6/25/04 1:00,1039
6/25/04 2:00,640
6/25/04 3:00,705
6/25/04 4:00,662
6/25/04 5:00,579
6/25/04 6:00,987
6/25/04 7:00,1197
6/25/04 8:00,1328
6/25/04 9:00,1370
6/25/04 10:00,921
6/25/04 11:00,876
6/25/04 12:00,819
6/25/04 13:00,763
6/25/04 14:00,675
6/25/04 15:00,637
6/25/04 16:00,826
6/25/04 17:00,854
6/25/04 18:00,894
6/25/04 19:00,1077
6/25/04 20:00,1121
6/25/04 21:00,1071
6/25/04 22:00,1167
6/25/04 23:00,1162
6/26/04 0:00,848
6/26/04 1:00,759
6/26/04 2:00,694
6/26/04 3:00,848
6/26/04 4:00,689
6/26/04 5:00,610
6/26/04 6:00,816
6/26/04 7:00,1158
6/26/04 8:00,1228
6/26/04 9:00,1323
6/26/04 10:00,1274
6/26/04 11:00,846
6/26/04 12:00,737
6/26/04 13:00,675
6/26/04 14:00,559
6/26/04 15:00,604
6/26/04 16:00,729
6/26/04 17:00,741
6/26/04 18:00,747
6/26/04 19:00,932
6/26/04 20:00,928
6/26/04 21:00,860
6/26/04 22:00,963
6/26/04 23:00,1309
6/27/04 0:00,1266
6/27/04 1:00,1181
6/27/04 2:00,937
6/27/04 3:00,995
6/27/04 4:00,789
6/27/04 5:00,682
6/27/04 6:00,717
6/27/04 7:00,696
6/27/04 8:00,807
6/27/04 9:00,1025
6/27/04 10:00,1090
6/27/04 11:00,932
6/27/04 12:00,639
6/27/04 13:00,467
6/27/04 14:00,476
6/27/04 15:00,490
6/27/04 16:00,669
6/27/04 17:00,800
6/27/04 18:00,791
6/27/04 19:00,849
6/27/04 20:00,934
6/27/04 21:00,1081
6/27/04 22:00,1102
6/27/04 23:00,914
6/28/04 0:00,926
6/28/04 1:00,786
6/28/04 2:00,619
6/28/04 3:00,633
6/28/04 4:00,634
6/28/04 5:00,722
6/28/04 6:00,717
6/28/04 7:00,1445
6/28/04 8:00,1786
6/28/04 9:00,1791
6/28/04 10:00,1413
6/28/04 11:00,1092
6/28/04 12:00,940
6/28/04 13:00,883
6/28/04 14:00,850
6/28/04 15:00,928
6/28/04 16:00,835
6/28/04 17:00,1157
6/28/04 18:00,1232
6/28/04 19:00,1288
6/28/04 20:00,1143
6/28/04 21:00,1014
6/28/04 22:00,1088
6/28/04 23:00,1092
6/29/04 0:00,1090
6/29/04 1:00,979
6/29/04 2:00,806
6/29/04 3:00,712
6/29/04 4:00,853
6/29/04 5:00,816
6/29/04 6:00,934
6/29/04 7:00,1548
6/29/04 8:00,1858
6/29/04 9:00,1410
6/29/04 10:00,1334
6/29/04 11:00,1140
6/29/04 12:00,1111
6/29/04 13:00,1054
6/29/04 14:00,924
6/29/04 15:00,1041
6/29/04 16:00,1282
6/29/04 17:00,1362
6/29/04 18:00,1441
6/29/04 19:00,1559
6/29/04 20:00,1198
6/29/04 21:00,1246
6/29/04 22:00,1192
6/29/04 23:00,1194
6/30/04 0:00,1252
6/30/04 1:00,777
6/30/04 2:00,798
6/30/04 3:00,800
6/30/04 4:00,728
6/30/04 5:00,953
6/30/04 6:00,1060
6/30/04 7:00,1338
6/30/04 8:00,1622
6/30/04 9:00,1812
6/30/04 10:00,1784
6/30/04 11:00,1509
6/30/04 12:00,1139
6/30/04 13:00,1044
6/30/04 14:00,1015
6/30/04 15:00,825
6/30/04 16:00,1022
6/30/04 17:00,1913
6/30/04 18:00,2043
6/30/04 19:00,1661
6/30/04 20:00,1404
6/30/04 21:00,1233
6/30/04 22:00,1181
6/30/04 23:00,1272
7/1/04 0:00,1190
7/1/04 1:00,982
7/1/04 2:00,805
7/1/04 3:00,654
7/1/04 4:00,727
7/1/04 5:00,1001
7/1/04 6:00,994
7/1/04 7:00,1322
7/1/04 8:00,1617
7/1/04 9:00,1430
7/1/04 10:00,1357
7/1/04 11:00,994
7/1/04 12:00,1054
7/1/04 13:00,945
7/1/04 14:00,808
7/1/04 15:00,888
7/1/04 16:00,787
7/1/04 17:00,1077
7/1/04 18:00,1106
7/1/04 19:00,1356
7/1/04 20:00,1152
7/1/04 21:00,925
7/1/04 22:00,1059
7/1/04 23:00,1201
7/2/04 0:00,1205
7/2/04 1:00,1103
7/2/04 2:00,1072
7/2/04 3:00,713
7/2/04 4:00,737
7/2/04 5:00,740
7/2/04 6:00,770
7/2/04 7:00,1327
7/2/04 8:00,1763
7/2/04 9:00,1477
7/2/04 10:00,1311
7/2/04 11:00,980
7/2/04 12:00,961
7/2/04 13:00,923
7/2/04 14:00,839
7/2/04 15:00,827
7/2/04 16:00,821
7/2/04 17:00,749
7/2/04 18:00,871
7/2/04 19:00,1077
7/2/04 20:00,1175
7/2/04 21:00,1125
7/2/04 22:00,1124
7/2/04 23:00,1064
7/3/04 0:00,1240
7/3/04 1:00,899
7/3/04 2:00,807
7/3/04 3:00,817
7/3/04 4:00,573
7/3/04 5:00,768
7/3/04 6:00,807
7/3/04 7:00,1204
7/3/04 8:00,1401
7/3/04 9:00,1256
7/3/04 10:00,999
7/3/04 11:00,712
7/3/04 12:00,712
7/3/04 13:00,614
7/3/04 14:00,554
7/3/04 15:00,722
7/3/04 16:00,636
7/3/04 17:00,664
7/3/04 18:00,624
7/3/04 19:00,659
7/3/04 20:00,695
7/3/04 21:00,920
7/3/04 22:00,1150
7/3/04 23:00,1141
7/4/04 0:00,1227
7/4/04 1:00,887
7/4/04 2:00,987
7/4/04 3:00,903
7/4/04 4:00,780
7/4/04 5:00,767
7/4/04 6:00,780
7/4/04 7:00,698
7/4/04 8:00,821
7/4/04 9:00,772
7/4/04 10:00,690
7/4/04 11:00,586
7/4/04 12:00,523
7/4/04 13:00,488
7/4/04 14:00,427
7/4/04 15:00,468
7/4/04 16:00,489
7/4/04 17:00,515
7/4/04 18:00,562
7/4/04 19:00,776
7/4/04 20:00,833
7/4/04 21:00,1023
7/4/04 22:00,967
7/4/04 23:00,1089
7/5/04 0:00,1103
7/5/04 1:00,734
7/5/04 2:00,671
7/5/04 3:00,696
7/5/04 4:00,729
7/5/04 5:00,641
7/5/04 6:00,825
7/5/04 7:00,1179
7/5/04 8:00,1651
7/5/04 9:00,1474
7/5/04 10:00,1370
7/5/04 11:00,1141
7/5/04 12:00,1076
7/5/04 13:00,1036
7/5/04 14:00,881
7/5/04 15:00,960
7/5/04 16:00,883
7/5/04 17:00,1221
7/5/04 18:00,1518
7/5/04 19:00,1264
7/5/04 20:00,1061
7/5/04 21:00,947
7/5/04 22:00,1059
7/5/04 23:00,1030
7/6/04 0:00,1065
7/6/04 1:00,893
7/6/04 2:00,837
7/6/04 3:00,807
7/6/04 4:00,596
7/6/04 5:00,884
7/6/04 6:00,1170
7/6/04 7:00,1596
7/6/04 8:00,1873
7/6/04 9:00,1608
7/6/04 10:00,1470
7/6/04 11:00,1275
7/6/04 12:00,1407
7/6/04 13:00,1302
7/6/04 14:00,931
7/6/04 15:00,917
7/6/04 16:00,985
7/6/04 17:00,1265
7/6/04 18:00,2475
7/6/04 19:00,2021
7/6/04 20:00,1834
7/6/04 21:00,1426
7/6/04 22:00,1272
7/6/04 23:00,1490
7/7/04 0:00,1440
7/7/04 1:00,1271
7/7/04 2:00,985
7/7/04 3:00,826
7/7/04 4:00,754
7/7/04 5:00,853
7/7/04 6:00,1340
7/7/04 7:00,1869
7/7/04 8:00,2021
7/7/04 9:00,1902
7/7/04 10:00,1527
7/7/04 11:00,1260
7/7/04 12:00,1124
7/7/04 13:00,1309
7/7/04 14:00,1283
7/7/04 15:00,1068
7/7/04 16:00,937
7/7/04 17:00,1416
7/7/04 18:00,1611
7/7/04 19:00,1919
7/7/04 20:00,1745
7/7/04 21:00,1837
7/7/04 22:00,1759
7/7/04 23:00,1593
7/8/04 0:00,1357
7/8/04 1:00,1231
7/8/04 2:00,1066
7/8/04 3:00,992
7/8/04 4:00,1063
7/8/04 5:00,1204
7/8/04 6:00,1079
7/8/04 7:00,1593
7/8/04 8:00,1745
7/8/04 9:00,1847
7/8/04 10:00,1845
7/8/04 11:00,1886
7/8/04 12:00,1039
7/8/04 13:00,923
7/8/04 14:00,926
7/8/04 15:00,1277
7/8/04 16:00,1301
7/8/04 17:00,1385
7/8/04 18:00,1474
7/8/04 19:00,1948
7/8/04 20:00,1677
7/8/04 21:00,1434
7/8/04 22:00,1424
7/8/04 23:00,1504
7/9/04 0:00,1661
7/9/04 1:00,1714
7/9/04 2:00,1050
7/9/04 3:00,550
7/9/04 4:00,456
7/9/04 5:00,554
7/9/04 6:00,744
7/9/04 7:00,1280
7/9/04 8:00,1096
7/9/04 9:00,927
7/9/04 10:00,840
7/9/04 11:00,786
7/9/04 12:00,690
7/9/04 13:00,742
7/9/04 14:00,680
7/9/04 15:00,705
7/9/04 16:00,677
7/9/04 17:00,877
7/9/04 18:00,844
7/9/04 19:00,1006
7/9/04 20:00,987
7/9/04 21:00,868
7/9/04 22:00,861
7/9/04 23:00,1042
7/10/04 0:00,1080
7/10/04 1:00,811
7/10/04 2:00,704
7/10/04 3:00,522
7/10/04 4:00,484
7/10/04 5:00,580
7/10/04 6:00,668
7/10/04 7:00,835
7/10/04 8:00,739
7/10/04 9:00,763
7/10/04 10:00,614
7/10/04 11:00,566
7/10/04 12:00,508
7/10/04 13:00,509
7/10/04 14:00,457
7/10/04 15:00,438
7/10/04 16:00,427
7/10/04 17:00,453
7/10/04 18:00,479
7/10/04 19:00,500
7/10/04 20:00,647
7/10/04 21:00,728
7/10/04 22:00,820
7/10/04 23:00,946
7/11/04 0:00,1018
7/11/04 1:00,789
7/11/04 2:00,647
7/11/04 3:00,785
7/11/04 4:00,576
7/11/04 5:00,555
7/11/04 6:00,552
7/11/04 7:00,620
7/11/04 8:00,557
7/11/04 9:00,556
7/11/04 10:00,573
7/11/04 11:00,514
7/11/04 12:00,478
7/11/04 13:00,424
7/11/04 14:00,386
7/11/04 15:00,403
7/11/04 16:00,462
7/11/04 17:00,489
7/11/04 18:00,463
7/11/04 19:00,585
7/11/04 20:00,748
7/11/04 21:00,940
7/11/04 22:00,1022
7/11/04 23:00,929
7/12/04 0:00,834
7/12/04 1:00,751
7/12/04 2:00,505
7/12/04 3:00,486
7/12/04 4:00,501
7/12/04 5:00,628
7/12/04 6:00,1043
7/12/04 7:00,1463
7/12/04 8:00,1358
7/12/04 9:00,971
7/12/04 10:00,894
7/12/04 11:00,871
7/12/04 12:00,952
7/12/04 13:00,843
7/12/04 14:00,750
7/12/04 15:00,710
7/12/04 16:00,814
7/12/04 17:00,1052
7/12/04 18:00,1060
7/12/04 19:00,1153
7/12/04 20:00,986
7/12/04 21:00,781
7/12/04 22:00,653
7/12/04 23:00,777
7/13/04 0:00,1015
7/13/04 1:00,922
7/13/04 2:00,678
7/13/04 3:00,584
7/13/04 4:00,725
7/13/04 5:00,688
7/13/04 6:00,887
7/13/04 7:00,1494
7/13/04 8:00,1647
7/13/04 9:00,1489
7/13/04 10:00,1361
7/13/04 11:00,1224
7/13/04 12:00,1174
7/13/04 13:00,901
7/13/04 14:00,794
7/13/04 15:00,577
7/13/04 16:00,776
7/13/04 17:00,982
